tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid,usertype,birthyear,gender
1335,2/12/2015 15:32,2/12/2015 15:54,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,990,Subscriber,1974,2
350,2/12/2015 15:34,2/12/2015 15:40,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1104,Subscriber,1983,1
127,2/12/2015 15:34,2/12/2015 15:37,141,Kendall Street,42.36356016,-71.08216792,107,Ames St at Main St,42.3625,-71.08822,716,Customer,1993,1
457,2/12/2015 15:40,2/12/2015 15:47,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,861,Subscriber,1984,1
454,2/12/2015 15:55,2/12/2015 16:02,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,673,Subscriber,\N,0
196,2/12/2015 15:54,2/12/2015 15:58,107,Ames St at Main St,42.3625,-71.08822,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,716,Customer,1993,1
1500,2/12/2015 16:14,2/12/2015 16:39,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,853,Subscriber,1974,1
409,2/12/2015 16:17,2/12/2015 16:24,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,685,Customer,1983,1
807,2/12/2015 16:19,2/12/2015 16:32,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1079,Customer,1969,2
265,2/12/2015 16:20,2/12/2015 16:24,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1011,Subscriber,1980,1
392,2/12/2015 16:22,2/12/2015 16:29,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,876,Subscriber,1986,1
419,2/12/2015 16:29,2/12/2015 16:36,117,Binney St / Sixth St,42.366095,-71.086388,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1006,Customer,1987,1
340,2/12/2015 16:29,2/12/2015 16:35,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,682,Subscriber,1993,1
175,2/12/2015 16:33,2/12/2015 16:36,143,EF - North Point Park,42.369885,-71.069957,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1105,Subscriber,1991,1
488,2/12/2015 16:34,2/12/2015 16:42,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,716,Subscriber,1989,1
410,2/12/2015 16:38,2/12/2015 16:45,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,1057,Subscriber,1993,1
383,2/12/2015 16:43,2/12/2015 16:50,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1292,Subscriber,1978,1
417,2/12/2015 16:49,2/12/2015 16:56,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,813,Customer,1990,1
442,2/12/2015 16:51,2/12/2015 16:59,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,107,Ames St at Main St,42.3625,-71.08822,776,Customer,1993,1
2498,2/12/2015 16:52,2/12/2015 17:34,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1107,Subscriber,1974,1
343,2/12/2015 17:02,2/12/2015 17:08,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1264,Subscriber,\N,0
638,2/12/2015 17:04,2/12/2015 17:14,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,909,Subscriber,1980,2
724,2/12/2015 17:09,2/12/2015 17:21,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1022,Subscriber,1964,1
934,2/12/2015 17:17,2/12/2015 17:33,107,Ames St at Main St,42.3625,-71.08822,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,635,Subscriber,1982,2
842,2/12/2015 17:18,2/12/2015 17:32,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,880,Subscriber,1981,1
895,2/12/2015 17:18,2/12/2015 17:33,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,753,Subscriber,1978,1
427,2/12/2015 17:20,2/12/2015 17:27,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,891,Subscriber,1985,1
406,2/12/2015 17:21,2/12/2015 17:28,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,716,Customer,1974,1
1077,2/12/2015 17:23,2/12/2015 17:41,141,Kendall Street,42.36356016,-71.08216792,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,736,Subscriber,1973,1
564,2/12/2015 17:27,2/12/2015 17:37,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,766,Customer,1991,1
536,2/12/2015 17:29,2/12/2015 17:38,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,852,Subscriber,1984,1
247,2/12/2015 17:34,2/12/2015 17:38,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,642,Customer,1981,1
681,2/12/2015 17:40,2/12/2015 17:52,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,891,Subscriber,1968,1
728,2/12/2015 17:52,2/12/2015 18:05,117,Binney St / Sixth St,42.366095,-71.086388,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,643,Customer,1954,1
583,2/12/2015 17:54,2/12/2015 18:03,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1301,Subscriber,1981,1
382,2/12/2015 17:55,2/12/2015 18:01,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1141,Subscriber,1981,1
1206,2/12/2015 17:55,2/12/2015 18:15,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,853,Subscriber,\N,0
1028,2/12/2015 18:02,2/12/2015 18:19,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,958,Subscriber,\N,0
686,2/12/2015 18:06,2/12/2015 18:18,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,115,Porter Square Station,42.387995,-71.119084,649,Subscriber,1986,1
832,2/12/2015 18:09,2/12/2015 18:23,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1141,Subscriber,1985,1
722,2/12/2015 18:09,2/12/2015 18:21,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,676,Subscriber,1987,1
1651,2/12/2015 18:09,2/12/2015 18:36,107,Ames St at Main St,42.3625,-71.08822,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,1093,Subscriber,1966,1
789,2/12/2015 18:13,2/12/2015 18:26,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1104,Subscriber,1984,1
864,2/12/2015 18:14,2/12/2015 18:28,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,780,Customer,1989,1
728,2/12/2015 18:22,2/12/2015 18:34,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1308,Subscriber,1982,2
240,2/12/2015 18:39,2/12/2015 18:43,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1141,Subscriber,1985,1
983,2/12/2015 18:40,2/12/2015 18:56,117,Binney St / Sixth St,42.366095,-71.086388,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1265,Subscriber,1969,1
344,2/12/2015 18:51,2/12/2015 18:56,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,666,Subscriber,1993,1
522,2/12/2015 19:00,2/12/2015 19:09,107,Ames St at Main St,42.3625,-71.08822,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,962,Subscriber,1985,1
89,2/12/2015 19:05,2/12/2015 19:07,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,676,Subscriber,1975,1
428,2/12/2015 19:07,2/12/2015 19:14,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,660,Subscriber,1989,1
980,2/12/2015 19:08,2/12/2015 19:24,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1325,Customer,1978,2
513,2/12/2015 19:23,2/12/2015 19:31,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,682,Subscriber,1993,1
530,2/12/2015 19:23,2/12/2015 19:31,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,683,Subscriber,1992,1
804,2/12/2015 19:35,2/12/2015 19:49,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,660,Customer,1970,1
480,2/12/2015 19:41,2/12/2015 19:49,107,Ames St at Main St,42.3625,-71.08822,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,683,Subscriber,\N,0
625,2/12/2015 19:47,2/12/2015 19:57,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,676,Subscriber,1987,1
321,2/12/2015 19:48,2/12/2015 19:53,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,115,Porter Square Station,42.387995,-71.119084,1102,Subscriber,1966,1
542,2/12/2015 19:50,2/12/2015 19:59,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,107,Ames St at Main St,42.3625,-71.08822,962,Subscriber,1985,1
622,2/12/2015 19:52,2/12/2015 20:02,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1104,Subscriber,1990,1
724,2/12/2015 19:55,2/12/2015 20:07,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,736,Subscriber,1989,1
781,2/12/2015 19:59,2/12/2015 20:12,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,780,Subscriber,1983,1
1567,2/12/2015 20:00,2/12/2015 20:26,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,115,Porter Square Station,42.387995,-71.119084,714,Subscriber,1985,1
575,2/12/2015 20:01,2/12/2015 20:11,141,Kendall Street,42.36356016,-71.08216792,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,774,Subscriber,1984,1
454,2/12/2015 20:03,2/12/2015 20:11,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,943,Customer,1987,2
413,2/12/2015 20:05,2/12/2015 20:12,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1308,Subscriber,1996,1
758,2/12/2015 20:14,2/12/2015 20:27,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,961,Subscriber,1985,2
460,2/12/2015 20:34,2/12/2015 20:42,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,660,Customer,1962,2
427,2/12/2015 21:02,2/12/2015 21:09,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,784,Customer,1980,1
294,2/12/2015 21:05,2/12/2015 21:10,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1308,Subscriber,1996,1
426,2/12/2015 21:06,2/12/2015 21:13,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,861,Subscriber,1978,1
599,2/12/2015 21:20,2/12/2015 21:30,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,861,Subscriber,1991,2
398,2/12/2015 21:28,2/12/2015 21:35,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1079,Subscriber,1986,1
655,2/12/2015 21:31,2/12/2015 21:42,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1265,Customer,1990,1
390,2/12/2015 21:47,2/12/2015 21:53,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1104,Customer,1990,1
437,2/12/2015 21:55,2/12/2015 22:02,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,670,Subscriber,1988,1
298,2/12/2015 22:27,2/12/2015 22:32,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1006,Subscriber,1984,1
442,2/12/2015 22:28,2/12/2015 22:35,107,Ames St at Main St,42.3625,-71.08822,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,754,Subscriber,1983,2
608,2/12/2015 23:11,2/12/2015 23:21,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1090,Subscriber,1989,1
332,2/13/2015 0:00,2/13/2015 0:05,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1141,Subscriber,1988,1
732,2/13/2015 0:18,2/13/2015 0:30,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1090,Subscriber,1989,1
1910,2/13/2015 0:45,2/13/2015 1:17,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1022,Subscriber,1964,1
520,2/13/2015 1:27,2/13/2015 1:36,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1074,Subscriber,1992,1
14793,2/13/2015 1:49,2/13/2015 5:55,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1264,Subscriber,1974,1
297,2/13/2015 4:10,2/13/2015 4:15,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,1289,Subscriber,1990,1
366,2/13/2015 4:11,2/13/2015 4:18,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1007,Subscriber,1988,1
188,2/13/2015 4:46,2/13/2015 4:49,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,683,Subscriber,1987,1
197,2/13/2015 6:20,2/13/2015 6:23,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1011,Subscriber,1980,1
829,2/13/2015 6:56,2/13/2015 7:10,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1093,Subscriber,1962,1
599,2/13/2015 7:30,2/13/2015 7:40,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,865,Subscriber,1984,1
347,2/13/2015 7:35,2/13/2015 7:40,115,Porter Square Station,42.387995,-71.119084,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1102,Subscriber,1966,1
781,2/13/2015 7:37,2/13/2015 7:50,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,743,Customer,1974,2
62,2/13/2015 7:49,2/13/2015 7:50,143,EF - North Point Park,42.369885,-71.069957,143,EF - North Point Park,42.369885,-71.069957,966,Customer,1979,1
756,2/13/2015 7:51,2/13/2015 8:03,143,EF - North Point Park,42.369885,-71.069957,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1306,Customer,1979,1
320,2/13/2015 7:54,2/13/2015 7:59,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,774,Customer,1978,1
94786,2/13/2015 8:04,2/14/2015 10:23,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,1301,Customer,1979,1
941,2/13/2015 8:14,2/13/2015 8:30,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,117,Binney St / Sixth St,42.366095,-71.086388,1265,Subscriber,1969,1
341,2/13/2015 8:15,2/13/2015 8:21,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,643,Customer,1983,1
1705,2/13/2015 8:22,2/13/2015 8:51,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,734,Subscriber,1983,1
250,2/13/2015 8:26,2/13/2015 8:30,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,876,Subscriber,1979,2
324,2/13/2015 8:29,2/13/2015 8:35,107,Ames St at Main St,42.3625,-71.08822,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,682,Subscriber,1990,1
559,2/13/2015 8:31,2/13/2015 8:40,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,949,Subscriber,1968,1
434,2/13/2015 8:33,2/13/2015 8:41,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,635,Customer,1991,1
190,2/13/2015 8:34,2/13/2015 8:37,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1005,Customer,1990,1
194,2/13/2015 8:34,2/13/2015 8:37,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,756,Customer,1992,2
708,2/13/2015 8:40,2/13/2015 8:52,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,107,Ames St at Main St,42.3625,-71.08822,676,Subscriber,1987,1
